subject_num,age,trial_num,Condition,RT,ACC,young_or_old
1,68,130,1,579.7358871645708,0,1
1,68,131,1,487.4175443085437,1,1
1,68,132,1,474.7047003330678,1,1
1,68,133,1,558.4051923854746,1,1
1,68,134,1,613.2705064432124,1,1
1,68,135,1,649.2231533646418,1,1
1,68,136,1,441.19985691986176,1,1
1,68,137,1,693.5643091370463,1,1
1,68,138,1,614.8217114930176,1,1
1,68,139,1,636.1226840126147,0,1
1,68,140,1,566.1585179024664,1,1
1,68,141,1,497.5065019868007,1,1
1,68,142,1,577.1759681419998,1,1
1,68,143,1,568.111672051199,1,1
1,68,144,1,664.0086851580016,1,1
1,68,145,1,496.5471597277505,1,1
1,68,146,1,503.3502751393903,1,1
1,68,147,1,1092.6957569648205,0,1
1,68,148,1,589.047604755833,1,1
1,68,149,1,513.9628367562822,1,1
1,68,150,1,713.5040990619738,1,1
1,68,151,1,525.3764858035256,1,1
1,68,152,1,597.0527705582607,1,1
1,68,153,1,708.1862824696053,1,1
1,68,154,1,533.5335135597528,1,1
1,68,155,1,526.2136411874349,1,1
1,68,156,1,539.7112832649741,1,1
1,68,157,1,565.4869449743011,1,1
1,68,158,1,564.152280222249,1,1
1,68,159,1,521.3997070243088,1,1
1,68,160,1,491.05943822989843,1,1
1,68,161,1,667.3898823181725,1,1
1,68,162,1,526.2653338310361,1,1
1,68,163,1,877.0289659885848,1,1
1,68,164,1,474.63087241014136,1,1
1,68,165,1,659.0766133161834,1,1
1,68,166,1,494.3907958344288,1,1
1,68,167,1,502.0291458893316,1,1
1,68,168,1,681.7734814391669,1,1
1,68,169,1,472.5983148620339,1,1
1,68,170,1,702.3886338874471,1,1
1,68,171,1,630.0389740168159,1,1
1,68,172,1,629.4207307048819,1,1
1,68,173,1,828.0383905820007,1,1
1,68,174,1,591.1229498186142,1,1
1,68,175,1,568.9873244285812,1,1
1,68,176,1,562.8142896668801,1,1
1,68,177,1,770.0263575211067,1,1
1,68,178,1,716.5696716273546,1,1
1,68,179,1,1340.5737895308744,1,1
1,68,180,1,511.7058069657814,0,1
1,68,181,1,621.1582561783964,1,1
1,68,182,1,802.6641334746535,1,1
1,68,183,1,438.4773364034485,1,1
1,68,184,1,551.6613182122491,0,1
1,68,185,1,445.0583190480288,1,1
1,68,186,1,559.652087438334,1,1
1,68,187,1,421.0233542720679,1,1
1,68,188,1,838.7932394989351,1,1
1,68,189,1,770.9909389680934,1,1
1,68,190,1,494.6783927638763,1,1
1,68,191,1,556.8435587737704,1,1
1,68,192,1,383.66742637125077,1,1
1,68,193,1,530.319519239548,1,1
1,68,194,1,555.7588907685067,1,1
1,68,195,1,504.82680283326323,0,1
1,68,196,1,526.836899732677,1,1
1,68,197,1,539.5179261838563,1,1
1,68,198,1,561.025699033145,1,1
1,68,199,1,594.2926861644157,1,1
1,68,200,1,613.8981956676026,1,1
2,65,1,0,331.60932601005504,1,1
2,65,2,0,519.2800395085121,1,1
2,65,3,0,319.1027698194968,1,1
2,65,4,0,902.5760094691208,1,1
2,65,5,0,352.202393725718,1,1
2,65,6,0,369.16930205524966,1,1
2,65,7,0,337.4826924177875,1,1
2,65,8,0,315.3468519509715,1,1
2,65,9,0,442.08798233449204,1,1
2,65,10,0,359.4162199682566,1,1
2,65,11,0,347.6016782719471,1,1
2,65,12,0,522.6363519056615,0,1
2,65,13,0,348.9466660739759,1,1
2,65,14,0,302.214683904152,1,1
2,65,15,0,396.7964695183211,1,1
2,65,16,0,563.7985326507735,1,1
2,65,17,0,358.779649646932,1,1
2,65,18,0,340.7258223022556,1,1
2,65,19,0,400.02978887291715,1,1
2,65,20,0,378.7546383508821,1,1
2,65,21,0,592.3815659871897,1,1
2,65,22,0,423.6365544556011,1,1
2,65,23,0,318.6507952036456,1,1
2,65,24,0,390.8149093546798,1,1
2,65,25,0,329.43985089090796,1,1
2,65,26,0,827.556431629654,0,1
2,65,27,0,520.3926034808381,1,1
2,65,28,0,313.35700638179395,1,1
2,65,29,0,345.37821697881446,1,1
2,65,30,0,350.43933807837425,1,1
2,65,31,0,332.8301798776791,1,1
2,65,32,0,407.9122346546418,1,1
2,65,33,0,309.28611768204723,1,1
2,65,34,0,398.5280869179622,0,1
2,65,35,0,471.28503537783513,1,1
2,65,36,0,444.1480707021594,1,1
2,65,37,0,305.09682802422543,1,1
2,65,38,0,377.88101353277705,1,1
2,65,39,0,361.81119705189485,0,1
2,65,40,0,358.28772317468264,1,1
2,65,41,0,361.868779164265,1,1
2,65,42,0,318.77644820797894,1,1
2,65,43,0,532.6811949631306,1,1
2,65,44,0,345.6326178077927,1,1
2,65,45,0,334.5307990554815,1,1
2,65,46,0,413.53195599978375,1,1
2,65,47,0,341.32790415964087,1,1
2,65,48,0,268.2670296943326,1,1
2,65,49,0,777.7797077689992,0,1
2,65,50,0,304.07954793188475,1,1
2,65,51,0,317.05677305164505,1,1
2,65,52,0,287.5770501355173,1,1
2,65,53,0,463.3781548911536,0,1
2,65,54,0,390.83525997933305,1,1
2,65,55,0,392.9657063144067,1,1
2,65,56,0,420.45951329262004,1,1
2,65,57,0,414.20652533343804,1,1
2,65,58,0,298.55133028249253,1,1
2,65,59,0,344.8900914009515,1,1
2,65,60,0,366.9851619038651,1,1
2,65,61,0,467.42521064089107,1,1
2,65,62,0,523.9934046184113,1,1
2,65,63,0,318.2946057594332,1,1
2,65,64,0,339.77053650976586,0,1
2,65,65,0,1326.6618008610399,0,1
2,65,66,0,396.9412109579467,1,1
2,65,67,0,418.3173681373557,1,1
2,65,68,0,326.40097258231657,1,1
2,65,69,0,420.72224932014103,1,1
2,65,70,0,320.9463925970867,1,1
2,65,71,0,405.99217454594947,1,1
2,65,72,0,355.6352485283846,1,1
2,65,73,0,352.01090545229897,1,1
2,65,74,0,330.75258428808536,1,1
2,65,75,0,804.5094417677127,0,1
2,65,76,0,350.00668719339205,0,1
2,65,77,0,345.8168857596628,1,1
2,65,78,0,733.4806727768897,0,1
2,65,79,0,400.02516657419704,1,1
2,65,80,0,260.2686025472409,1,1
2,65,81,0,292.97996028741477,1,1
2,65,82,0,270.75416972727203,1,1
2,65,83,0,319.03340484046646,1,1
2,65,84,0,481.861414370746,1,1
2,65,85,0,349.60286415408694,1,1
2,65,86,0,301.7375328925716,1,1
2,65,87,0,370.4626766093006,1,1
2,65,88,0,448.1042937387498,1,1
2,65,89,0,314.76714522673785,1,1
2,65,90,0,306.15891495347745,1,1
2,65,91,0,312.84923009047327,1,1
2,65,92,0,467.4217211556542,1,1
2,65,93,0,427.1690848427701,1,1
2,65,94,0,800.7516748911852,1,1
2,65,95,0,280.60911864012763,1,1
2,65,96,0,483.80090256581514,1,1
2,65,97,0,487.17148712359847,1,1
2,65,98,0,301.51225711258456,1,1
2,65,99,0,637.8530751204179,0,1
2,65,100,0,299.8841595578963,1,1
2,65,101,1,521.7059175614409,0,1
2,65,102,1,1114.3493825486107,0,1
2,65,103,1,612.2390106045764,1,1
2,65,104,1,457.8395775128985,1,1
2,65,105,1,434.52490372619974,1,1
2,65,106,1,452.2462830935434,0,1
2,65,107,1,558.0766111593897,1,1
2,65,108,1,477.8203278004429,1,1
2,65,109,1,702.2474350258838,0,1
2,65,110,1,587.2367807812409,1,1
2,65,111,1,448.7233165274338,1,1
2,65,112,1,613.7845659622297,1,1
2,65,113,1,554.7290244556219,1,1
2,65,114,1,635.7049442649487,0,1
2,65,115,1,414.809251193674,1,1
2,65,116,1,508.19718813891126,1,1
2,65,117,1,480.5940541302826,1,1
2,65,118,1,994.3043473084464,1,1
2,65,119,1,430.64895309882075,1,1
2,65,120,1,863.6226909893074,1,1
2,65,121,1,589.87438175264,1,1
2,65,122,1,535.8858307592815,0,1
2,65,123,1,521.550128195358,1,1
2,65,124,1,788.2866065783887,1,1
2,65,125,1,470.4902333806777,1,1
2,65,126,1,875.9639312266262,0,1
2,65,127,1,478.98085649008857,0,1
2,65,128,1,491.447039375174,1,1
2,65,129,1,412.35012917485966,1,1
2,65,130,1,1075.4680224604185,1,1
2,65,131,1,498.22279932592716,1,1
2,65,132,1,451.6068298654766,1,1
2,65,133,1,504.3401965932219,1,1
2,65,134,1,500.6184988798038,1,1
2,65,135,1,515.013556263735,0,1
2,65,136,1,500.3372468416976,1,1
2,65,137,1,525.680342458,1,1
2,65,138,1,856.4933009702028,1,1
2,65,139,1,471.86534437784377,1,1
2,65,140,1,547.6146900894968,1,1
2,65,141,1,586.9304193706387,1,1
2,65,142,1,1045.1425548291575,0,1
2,65,143,1,429.00998288060157,1,1
2,65,144,1,670.7417658375144,1,1
2,65,145,1,405.56105151492903,1,1
2,65,146,1,375.65469270143984,1,1
2,65,147,1,795.1014766601988,1,1
2,65,148,1,441.71527997279037,1,1
2,65,149,1,851.0606104204669,1,1
2,65,150,1,666.1358612974017,0,1
2,65,151,1,398.46349660759483,1,1
2,65,152,1,439.8463035613703,1,1
2,65,153,1,455.7629512969523,1,1
2,65,154,1,766.9975528873302,1,1
2,65,155,1,679.962722847635,0,1
2,65,156,1,420.9681639011882,1,1
2,65,157,1,579.4177288268476,1,1
2,65,158,1,536.1577578294155,1,1
2,65,159,1,529.1017642051897,1,1
2,65,160,1,425.51517055731443,1,1
2,65,161,1,564.1968601018191,1,1
2,65,162,1,513.5815329296981,1,1
2,65,163,1,482.94444468791454,0,1
2,65,164,1,758.19395086256975,0,1
2,65,165,1,815.079134573522,0,1
2,65,166,1,502.8508325596412,1,1
2,65,167,1,479.8037393319695,1,1
2,65,168,1,566.4119344692114,1,1
2,65,169,1,512.5244392214189,1,1
2,65,170,1,356.1227560234875,1,1
2,65,171,1,660.4800148977794,1,1
2,65,172,1,456.08796163377457,1,1
2,65,173,1,522.2103775978142,1,1
2,65,174,1,458.9574557638283,1,1
2,65,175,1,821.8725647769583,1,1
2,65,176,1,491.34256652521316,0,1
2,65,177,1,395.45556187613545,1,1
2,65,178,1,498.76890450515583,1,1
2,65,179,1,563.4400911465697,1,1
2,65,180,1,365.0166377888877,1,1
2,65,181,1,560.638835380407,1,1
2,65,182,1,557.1087568135847,1,1
2,65,183,1,614.894351501473,1,1
2,65,184,1,603.6105116290378,0,1
2,65,185,1,593.923205247251,1,1
2,65,186,1,725.6984416281855,1,1
2,65,187,1,952.1784250650247,0,1
2,65,188,1,450.96920884424003,0,1
2,65,189,1,416.66672268444086,0,1
2,65,190,1,547.108916069129,1,1
2,65,191,1,485.42785284927425,1,1
2,65,192,1,418.0172397538173,0,1
2,65,193,1,449.992105892471,1,1
2,65,194,1,518.3933372599377,1,1
2,65,195,1,409.8441454700685,1,1
2,65,196,1,458.5143455627127,1,1
2,65,197,1,509.6005248285068,1,1
2,65,198,1,500.6392361083366,0,1
2,65,199,1,510.59234287695944,1,1
2,65,200,1,511.76828199858613,0,1
3,73,1,0,1044.4729215254338,1,1
3,73,2,0,994.9799453484613,0,1
3,73,3,0,729.0276570506766,1,1
3,73,4,0,454.10910581919563,1,1
3,73,5,0,401.72127071219757,1,1
3,73,6,0,631.6163735091648,1,1
3,73,7,0,669.3507907083382,1,1
3,73,8,0,407.4031986709979,0,1
3,73,9,0,658.2285281677254,0,1
3,73,10,0,366.09750410533326,1,1
3,73,11,0,406.33570259406974,1,1
3,73,12,0,1191.3849338788732,0,1
3,73,13,0,719.8455565881641,0,1
3,73,14,0,537.2056755019349,0,1
3,73,15,0,550.7396573831306,1,1
3,73,16,0,382.5392682285252,1,1
3,73,17,0,413.6866532358363,1,1
3,73,18,0,525.4461131733879,1,1
3,73,19,0,874.161141640348,0,1
3,73,20,0,526.3139674007127,1,1
3,73,21,0,775.0738822207935,0,1
3,73,22,0,411.37099195805365,1,1
3,73,23,0,361.8304869437942,1,1
3,73,24,0,419.24066084927074,1,1
3,73,25,0,408.1329284184027,1,1
3,73,26,0,423.0167313175108,1,1
3,73,27,0,399.1115095319712,1,1
3,73,28,0,354.89329398891834,1,1
3,73,29,0,1205.7841501342696,1,1
3,73,30,0,418.2189389506101,1,1
3,73,31,0,781.0685341103347,1,1
3,73,32,0,862.0632056136367,1,1
3,73,33,0,413.8370027360434,1,1
3,73,34,0,540.3331439092968,1,1
3,73,35,0,340.385702036915,1,1
3,73,36,0,441.50710136272016,1,1
3,73,37,0,396.34107952236593,1,1
3,73,38,0,500.8898029119333,1,1
3,73,39,0,328.2207428852483,1,1
3,73,40,0,445.4533253022365,1,1
3,73,41,0,571.6525154138913,1,1
3,73,42,0,376.746420033499,1,1
3,73,43,0,591.4979616282942,1,1
3,73,44,0,290.63074421296324,1,1
3,73,45,0,392.4682961898477,1,1
3,73,46,0,374.96607186517366,1,1
3,73,47,0,341.2499207386834,1,1
3,73,48,0,465.1137624013734,1,1
3,73,49,0,446.4649159691637,1,1
3,73,50,0,434.869533464826,1,1
3,73,51,0,443.49853989814056,1,1
3,73,52,0,621.9903615498815,1,1
3,73,53,0,731.6600591703495,1,1
3,73,54,0,438.6259749377059,1,1
3,73,55,0,397.69446319563457,1,1
3,73,56,0,526.2924830293587,1,1
3,73,57,0,454.6905748328895,1,1
3,73,58,0,439.4774638977712,1,1
3,73,59,0,742.6599949246645,1,1
3,73,60,0,390.94383466919106,1,1
3,73,61,0,597.232551913673,1,1
3,73,62,0,428.3578441271482,1,1
3,73,63,0,331.46638645432864,1,1
3,73,64,0,884.8334174823636,1,1
3,73,65,0,399.42187121346336,1,1
3,73,66,0,412.6684976585818,1,1
3,73,67,0,419.94544996269445,1,1
3,73,68,0,464.614109437117,1,1
3,73,69,0,541.7300269575032,1,1
3,73,70,0,308.3021973605125,1,1
3,73,71,0,427.68898175679055,1,1
3,73,72,0,440.1601140606693,1,1
3,73,73,0,405.9778430507341,1,1
3,73,74,0,388.14610549948065,1,1
3,73,75,0,366.20814624602974,0,1
3,73,76,0,452.4225548860949,1,1
3,73,77,0,404.03428164100353,0,1
3,73,78,0,686.098678552564,1,1
3,73,79,0,409.88291448989645,0,1
3,73,80,0,469.800219709894,1,1
3,73,81,0,672.757501227702,1,1
3,73,82,0,805.9137456255253,0,1
3,73,83,0,439.65987931861616,0,1
3,73,84,0,438.0948615487758,1,1
3,73,85,0,460.6183403222744,1,1
3,73,86,0,394.4354478212123,0,1
3,73,87,0,911.02210545932,1,1
3,73,88,0,1140.2837344082898,0,1
3,73,89,0,428.41414037396123,1,1
3,73,90,0,881.8093045197571,1,1
3,73,91,0,445.83861441842083,1,1
3,73,92,0,498.2239269264533,1,1
3,73,93,0,439.8416543060565,1,1
3,73,94,0,459.3243566239265,1,1
3,73,95,0,748.2842104657402,0,1
3,73,96,0,442.506482375425,1,1
3,73,97,0,763.792431792857,1,1
3,73,98,0,416.50108143525074,1,1
3,73,99,0,894.3591322194355,1,1
3,73,100,0,486.93551749302566,1,1
3,73,101,1,446.0067602808362,1,1
3,73,102,1,471.65287961185936,1,1
3,73,103,1,491.4977675454188,0,1
3,73,104,1,708.766132830405,1,1
3,73,105,1,671.7542548071698,0,1
3,73,106,1,459.49188751419837,0,1
3,73,107,1,657.6173226274398,1,1
3,73,108,1,521.7303419422158,1,1
3,73,109,1,635.5080018384836,1,1
3,73,110,1,631.819154150784,1,1
3,73,111,1,561.550269471154,1,1
3,73,112,1,531.7444738049636,1,1
3,73,113,1,496.3313142484638,0,1
3,73,114,1,506.1704517818054,1,1
3,73,115,1,557.957300574918,1,1
3,73,116,1,1029.3000546576986,0,1
3,73,117,1,549.8894957109117,1,1
3,73,118,1,919.7846703515892,1,1
3,73,119,1,548.9687062272021,0,1
3,73,120,1,509.64658809373753,1,1
3,73,121,1,519.8812168718682,1,1
3,73,122,1,509.6220013368623,1,1
3,73,123,1,600.0695842195054,1,1
3,73,124,1,737.7048408154096,0,1
3,73,125,1,467.27299979934725,1,1
3,73,126,1,675.7339286877575,1,1
3,73,127,1,522.3731125463393,1,1
3,73,128,1,505.5417158791621,1,1
3,73,129,1,503.7978091285815,1,1
3,73,130,1,456.6676718429815,1,1
3,73,131,1,456.18311045232497,1,1
3,73,132,1,480.9302267195204,0,1
3,73,133,1,639.4263805002699,1,1
3,73,134,1,481.9773908726883,1,1
3,73,135,1,449.3371989358264,1,1
3,73,136,1,811.4589997714127,1,1
3,73,137,1,502.40588524322186,1,1
3,73,138,1,511.9858195311325,1,1
3,73,139,1,569.4754090976826,0,1
3,73,140,1,500.6088283659297,0,1
3,73,141,1,509.68926516888115,1,1
3,73,142,1,682.672762667496,1,1
3,73,143,1,510.3055629573293,0,1
3,73,144,1,633.0788464483118,1,1
3,73,145,1,501.2671935486522,1,1
3,73,146,1,480.0455688785152,1,1
3,73,147,1,494.4352439755885,0,1
3,73,148,1,820.679390910073,0,1
3,73,149,1,919.2406018855156,1,1
3,73,150,1,457.63433452550686,1,1
3,73,151,1,474.70313376212636,0,1
3,73,152,1,522.2217785889333,1,1
3,73,153,1,502.86052980544144,0,1
3,73,154,1,517.1098736420184,1,1
3,73,155,1,709.4208314439248,1,1
3,73,156,1,566.7730016286824,1,1
3,73,157,1,565.4040090726807,1,1
3,73,158,1,364.629144542536,1,1
3,73,159,1,515.0280833661179,1,1
3,73,160,1,524.2355139740363,1,1
3,73,161,1,716.9615523400425,0,1
3,73,162,1,561.5007874685886,0,1
3,73,163,1,1321.3661466814829,1,1
3,73,164,1,516.8478809976338,0,1
3,73,165,1,537.817067216213,1,1
3,73,166,1,591.750017298475,1,1
3,73,167,1,556.106526368062,1,1
3,73,168,1,946.5160507485889,1,1
3,73,169,1,634.0527747768709,1,1
3,73,170,1,442.14808217715427,0,1
3,73,171,1,695.7739144126863,1,1
3,73,172,1,542.3790314318563,1,1
3,73,173,1,910.4691069546036,1,1
3,73,174,1,747.7565709513142,1,1
3,73,175,1,476.3701027057682,1,1
3,73,176,1,570.9079119799732,1,1
3,73,177,1,652.277913437567,0,1
3,73,178,1,591.7621810027857,1,1
3,73,179,1,515.2534768994541,1,1
3,73,180,1,527.600582566355,1,1
3,73,181,1,510.6369504904007,1,1
3,73,182,1,742.1977056869529,1,1
3,73,183,1,656.5673537196568,0,1
3,73,184,1,573.9123198182994,1,1
3,73,185,1,455.62329244423864,1,1
3,73,186,1,836.30507244078035,1,1
3,73,187,1,587.7460560687477,1,1
3,73,188,1,591.4723979690045,1,1
3,73,189,1,766.4895591128678,0,1
3,73,190,1,664.5138907633254,1,1
3,73,191,1,534.379574255918,1,1
3,73,192,1,742.0528188009608,1,1
3,73,193,1,536.8568985792343,1,1
3,73,194,1,571.3793220621474,1,1
3,73,195,1,477.2851280948531,0,1
3,73,196,1,490.3126742681722,1,1
3,73,197,1,479.22154842663565,1,1
3,73,198,1,569.0431808580039,1,1
3,73,199,1,422.9041915795524,0,1
3,73,200,1,492.9892712401965,1,1
4,63,1,0,336.49057438580724,1,1
4,63,2,0,355.2694870633311,1,1
4,63,3,0,341.16200273753685,1,1
4,63,4,0,334.8434390438779,1,1
4,63,5,0,353.4819139114445,1,1
4,63,6,0,308.702895435297,1,1
4,63,7,0,645.2295220336455,0,1
4,63,8,0,319.64891014360256,1,1
4,63,9,0,371.17579769092293,0,1
4,63,10,0,405.81524575557694,1,1
4,63,11,0,438.3781665881175,1,1
4,63,12,0,420.4984657252497,1,1
4,63,13,0,436.15619789958225,1,1
4,63,14,0,360.9073752547383,0,1
4,63,15,0,325.25989128480046,1,1
4,63,16,0,405.05220803365455,1,1
4,63,17,0,312.0971926563039,1,1
4,63,18,0,564.7099978405361,1,1
4,63,19,0,329.95828387942015,1,1
4,63,20,0,270.95611176962063,1,1
4,63,21,0,449.61086456969673,1,1
4,63,22,0,353.62121861712126,1,1
4,63,23,0,359.19757301780254,1,1
4,63,24,0,459.27130605341375,1,1
4,63,25,0,462.297326107755,1,1
4,63,26,0,326.32866859059317,1,1
4,63,27,0,551.9773523908798,1,1
4,63,28,0,408.90144408885357,1,1
4,63,29,0,604.0448765783253,1,1
4,63,30,0,357.7000226911628,0,1
4,63,31,0,516.6693966189987,1,1
4,63,32,0,401.838446163862,1,1
4,63,33,0,379.7242649598427,1,1
4,63,34,0,445.8522692350343,1,1
4,63,35,0,670.8464633332343,0,1
4,63,36,0,443.1322463184568,1,1
4,63,37,0,393.83536740156484,1,1
4,63,38,0,407.23192656184096,1,1
4,63,39,0,617.1165087159732,1,1
4,63,40,0,383.8519654437895,1,1
4,63,41,0,367.70216787619165,1,1
4,63,42,0,448.03537481450024,1,1
4,63,43,0,385.0187943685282,1,1
4,63,44,0,625.4480920084233,1,1
4,63,45,0,322.81225884093504,1,1
4,63,46,0,429.0695679817252,1,1
4,63,47,0,393.39356032825407,1,1
4,63,48,0,703.5400524334415,1,1
4,63,49,0,360.3727501024474,1,1
4,63,50,0,385.00423057026865,1,1
4,63,51,0,331.29691136951897,1,1
4,63,52,0,596.073962607249,1,1
4,63,53,0,324.80795055875393,1,1
4,63,54,0,324.04082704425934,1,1
4,63,55,0,360.7581084079895,1,1
4,63,56,0,332.90033274258616,1,1
4,63,57,0,374.2526523950569,1,1
4,63,58,0,351.5158617902235,1,1
4,63,59,0,750.1023388758392,1,1
4,63,60,0,348.7001223181626,1,1
4,63,61,0,408.20796854227626,1,1
4,63,62,0,351.3151422777851,1,1
4,63,63,0,341.33080117243287,0,1
4,63,64,0,434.37130807975615,1,1
4,63,65,0,518.2867167570377,1,1
4,63,66,0,779.5903458137835,0,1
4,63,67,0,541.647345862442,1,1
4,63,68,0,560.664051919048,1,1
4,63,69,0,363.7492991065939,1,1
4,63,70,0,351.5067339843889,1,1
4,63,71,0,592.5194680585712,1,1
4,63,72,0,372.66117078356086,1,1
4,63,73,0,1000.5375697297608,1,1
4,63,74,0,375.5695642353064,1,1
4,63,75,0,442.5674202369465,1,1
4,63,76,0,445.42288373927545,1,1
4,63,77,0,658.939991039198,0,1
4,63,78,0,657.2885214221747,1,1
4,63,79,0,334.8273563120615,1,1
4,63,80,0,371.0486636053053,0,1
4,63,81,0,512.5818499590908,0,1
4,63,82,0,530.311487909776,1,1
4,63,83,0,326.8673156519504,1,1
4,63,84,0,502.91509820359977,1,1
4,63,85,0,342.4646878926795,1,1
4,63,86,0,486.86454823441306,1,1
4,63,87,0,337.2077200737438,1,1
4,63,88,0,709.0945750638424,0,1
4,63,89,0,557.8796925549808,1,1
4,63,90,0,318.46131180707306,1,1
4,63,91,0,326.64422866231996,1,1
4,63,92,0,387.76960249165285,1,1
4,63,93,0,430.76545580868793,1,1
4,63,94,0,408.8499106483931,1,1
4,63,95,0,389.6868427569197,1,1
4,63,96,0,395.16467343207387,1,1
4,63,97,0,376.2609947715258,0,1
4,63,98,0,358.1749543762294,1,1
4,63,99,0,370.3879618919142,1,1
