subject_num,age,trial_num,Condition,RT,ACC,neural_accum,young_or_old
1,62,69,0,324.3523363547264,0,0.3176120872328673,1
1,62,70,0,310.70458276673946,1,0.5021590612486191,1
1,62,71,0,238.08588563646714,1,0.8665063839420467,1
1,62,72,0,637.2414015705739,0,0.2569697389488594,1
1,62,73,0,319.7997119612397,1,0.5330169693171782,1
1,62,74,0,272.6993854001521,1,0.7068478208921677,1
1,62,75,0,263.1099252756582,1,0.7339043188539641,1
1,62,76,0,233.5172051921538,1,0.853151687108332,1
1,62,77,0,242.53066293207522,1,0.7462356940619015,1
1,62,78,0,328.8167887508091,1,0.5094158717387027,1
1,62,79,0,284.0483415661124,1,0.6168869253386022,1
1,62,80,0,731.9085872724797,1,0.5368662697666909,1
1,62,81,0,256.7469775396256,1,0.7499579168809349,1
1,62,82,0,1034.1543043861232,1,0.5870917895295837,1
1,62,83,0,274.3074236848722,1,0.616538386601507,1
1,62,84,0,241.76636117787345,1,0.8588283376150933,1
1,62,85,0,339.62083386292517,1,0.4772156958930899,1
1,62,86,0,281.61091187369453,1,0.6578118150829021,1
1,62,87,0,268.41412907246524,1,0.6745334803067683,1
1,62,88,0,723.7002332185327,0,0.6660650132586027,1
1,62,89,0,232.51869889491158,1,0.841023422616662,1
1,62,90,0,253.31171627260062,1,0.7455917477633797,1
1,62,91,0,276.36538902818785,1,0.6555810772247863,1
1,62,92,0,387.3754641376702,1,0.3737703993594961,1
1,62,93,0,314.260694165103,1,0.5389468860485471,1
1,62,94,0,232.93485083535174,1,0.8410746807216566,1
1,62,95,0,339.5344302325712,1,0.4517777317679478,1
1,62,96,0,499.80609969856124,1,0.30004858883363716,1
1,62,97,0,329.8481004918797,1,0.5396995095430955,1
1,62,98,0,377.65810744482496,1,0.40421273940981595,1
1,62,99,0,328.6764787266175,1,0.5019301932654457,1
1,62,100,0,256.4782035600422,1,0.6959576510423571,1
1,62,101,1,382.4612088222028,1,0.3899840700131536,1
1,62,102,1,315.2227957331338,1,0.534320957015662,1
1,62,103,1,783.929485369158,0,0.518906326446167,1
1,62,104,1,685.4154397052458,0,0.39310588386027645,1
1,62,105,1,396.0727017140277,1,0.3847635594866148,1
1,62,106,1,669.1180396256048,1,0.21515214090518164,1
1,62,107,1,699.6691154886554,1,0.6517777326797676,1
1,62,108,1,284.9300899542385,1,0.628175028333561,1
1,62,109,1,332.4419937630854,1,0.48336809600961433,1
1,62,110,1,396.246779760775,0,0.3959407734086965,1
1,62,111,1,274.29204079313286,1,0.705052309445777,1
1,62,112,1,797.2343159917749,1,0.3320455875777961,1
1,62,113,1,485.3988271497244,1,0.28201201622189165,1
1,62,114,1,302.6119234071137,1,0.5853962728723567,1
1,62,115,1,445.0647009308284,0,0.28685560811509425,1
1,62,116,1,605.9093237019662,1,0.22246951446145952,1
1,62,117,1,250.67850406427848,1,0.7242575397513729,1
1,62,118,1,408.69479535373114,1,0.3848117712405729,1
1,62,119,1,332.02269951874854,0,0.3658736189979144,1
1,62,120,1,288.1278273575575,1,0.5785532930997954,1
1,62,121,1,368.92520889924475,1,0.4385133601590121,1
1,62,122,1,842.7646555547236,1,0.15770791949699348,1
1,62,123,1,248.62455798934104,1,0.8083517643790321,1
1,62,124,1,416.5911007446518,1,0.37888776144430536,1
1,62,125,1,293.2699683013035,1,0.5445501177447223,1
1,62,126,1,321.1839125480634,1,0.5232632833189349,1
1,62,127,1,336.6728861716434,1,0.4450686360755545,1
1,62,128,1,371.9612319977913,1,0.3988290777004805,1
1,62,129,1,312.47449453392983,1,0.4956498644315791,1
1,62,130,1,299.51538103968574,1,0.583335933003025,1
1,62,131,1,534.7227923831093,1,0.26057909653856687,1
1,62,132,1,304.26918132619835,1,0.5406151952547542,1
1,62,133,1,252.6920788279815,1,0.7781588405304675,1
1,62,134,1,377.38678429466523,0,0.37374421029105287,1
1,62,135,1,347.92080923011275,1,0.4759761132080063,1
1,62,136,1,304.52065964376146,1,0.5897685080589281,1
1,62,137,1,882.093469489606,1,0.3613020568486184,1
1,62,138,1,313.92463060051523,1,0.5029054714598772,1
1,62,139,1,247.8183062276595,1,0.7750907673094544,1
1,62,140,1,311.7864723364371,1,0.5670039295239436,1
1,62,141,1,389.60051047830575,1,0.37804453661867155,1
1,62,142,1,357.0482160659236,1,0.4553832260825851,1
1,62,143,1,258.58726915806676,1,0.6846692582533974,1
1,62,144,1,722.7939226552189,0,0.3847936071608661,1
1,62,145,1,392.72278843657375,1,0.40282111540307997,1
1,62,146,1,276.39334233006616,1,0.7069293757962152,1
1,62,147,1,832.1451090614048,0,0.5580348263962586,1
1,62,148,1,291.8476215865392,0,0.49088338777769236,1
1,62,149,1,326.48306453527505,1,0.48859877962096426,1
1,62,150,1,239.23628151626582,1,0.8257068891813708,1
1,62,151,1,583.0079326199382,1,0.2531138385280897,1
1,62,152,1,286.83749287784144,1,0.6207035039677375,1
1,62,153,1,204.24709524536183,1,1.0974999112470547,1
1,62,154,1,248.80554117503664,1,0.7537319126651276,1
1,62,155,1,861.3803013514053,1,0.5525018262671121,1
1,62,156,1,325.9119536678046,1,0.4699931806946257,1
1,62,157,1,287.0587911247316,1,0.5838630638768917,1
1,62,158,1,416.5586980374676,1,0.35836823327585576,1
1,62,159,1,288.09757507170445,1,0.560246276281141,1
1,62,160,1,328.77022699741417,1,0.4966632004968746,1
1,62,161,1,286.2951463594571,1,0.6542538675944254,1
1,62,162,1,258.2121129253278,1,0.7301382890226676,1
1,62,163,1,309.19918791816383,1,0.5343617688452147,1
1,62,164,1,262.78694274664406,1,0.6492487282726402,1
1,62,165,1,251.41969521620223,1,0.7845312480883196,1
1,62,166,1,227.58428623290905,1,0.9658323935902373,1
1,62,167,1,865.0392400805841,0,0.6594064496750748,1
1,62,168,1,422.87246413633073,1,0.3573443027264065,1
1,62,169,1,256.0031920593983,1,0.6765000599534283,1
1,62,170,1,236.98060450680205,1,0.8584523009961159,1
1,62,171,1,232.00882870349986,1,0.8275853783865834,1
1,62,172,1,340.9404163410386,1,0.4704189417518924,1
1,62,173,1,340.48555585625866,1,0.49154008869770943,1
1,62,174,1,359.7313649650718,1,0.41180187973584864,1
1,62,175,1,341.5778806758308,1,0.45193478824982686,1
1,62,176,1,291.8064794563122,1,0.5818757013813665,1
1,62,177,1,316.4987489012134,1,0.4872988802000467,1
1,62,178,1,278.793455762386,1,0.6358231680146418,1
1,62,179,1,270.3974156722393,1,0.6867099357241606,1
1,62,180,1,469.1889738454396,1,0.3160582596294772,1
1,62,181,1,251.99423549444515,1,0.7875367869511458,1
1,62,182,1,279.0842627007844,1,0.6091836267958202,1
1,62,183,1,1085.320410043765,0,0.7978888230956596,1
1,62,184,1,268.50085320872375,1,0.6251888838985007,1
1,62,185,1,348.3107491984972,1,0.42746131697564527,1
1,62,186,1,963.2338648411317,0,0.8632033680661371,1
1,62,187,1,268.4354651505886,1,0.676719405579237,1
1,62,188,1,245.20300852024812,1,0.7976984699838331,1
1,62,189,1,742.5013791022552,1,0.2946294070982143,1
1,62,190,1,390.2687439760818,1,0.39507269550138924,1
1,62,191,1,268.1074502882627,1,0.6626304018241916,1
1,62,192,1,394.279695220365,1,0.4007351956256839,1
1,62,193,1,307.9063378288339,1,0.5836311473005777,1
1,62,194,1,355.3341227129632,1,0.42516487286872773,1
1,62,195,1,264.46151767408696,1,0.7273323327360939,1
1,62,196,1,269.7040261105831,1,0.7099641390284722,1
1,62,197,1,229.17697165284162,1,0.9003396257533918,1
1,62,198,1,350.8396145057118,1,0.4540542435316723,1
1,62,199,1,1244.8451585739847,1,0.8778655376738702,1
1,62,200,1,262.0177062191548,1,0.7345174842027061,1
2,65,1,0,825.6087549188544,1,0.47093809825750776,1
2,65,2,0,300.5254322348227,1,0.5987740708200394,1
2,65,3,0,272.68124902091944,1,0.6906050829703065,1
2,65,4,0,332.56434630170236,1,0.53256669685164,1
2,65,5,0,248.84870109685562,1,0.8104058442888038,1
2,65,6,0,407.60013151043137,1,0.4056644676882667,1
2,65,7,0,311.4684145645624,1,0.526220071487701,1
2,65,8,0,256.69429235731303,1,0.7588929500673007,1
2,65,9,0,383.00197908433086,1,0.4391185801481745,1
2,65,10,0,247.58346526755395,1,0.71443337028545,1
2,65,11,0,271.53760152412246,1,0.7148399571457456,1
2,65,12,0,514.3071229473385,1,0.2748809417854999,1
2,65,13,0,230.82442341194698,1,0.8570481533409289,1
2,65,14,0,299.79284188750046,0,0.5849433389289276,1
2,65,15,0,320.26348316854967,1,0.5517556774316288,1
2,65,16,0,299.575459502852,1,0.6138288351666831,1
2,65,17,0,370.5155272183304,1,0.45866065697159186,1
2,65,18,0,1040.4748483520007,0,0.019190237456024772,1
2,65,19,0,251.408136845585,1,0.7540106415117201,1
2,65,20,0,230.72680396305773,1,0.883349870875829,1
2,65,21,0,348.3096783247689,1,0.48097142108534574,1
2,65,22,0,320.8986067645923,1,0.5485051596349043,1
2,65,23,0,441.2028870828018,1,0.3429033992787678,1
2,65,24,0,874.7280781205222,0,0.555692148653275,1
2,65,25,0,234.1651290249202,1,0.8510586543616245,1
2,65,26,0,267.3289038718141,1,0.6407528511713018,1
2,65,27,0,246.27798847264316,1,0.852801199987266,1
2,65,28,0,297.26273594993677,1,0.6043072060910234,1
2,65,29,0,285.22049139933983,1,0.6698315243551691,1
2,65,30,0,224.09803762875254,1,0.963256956434186,1
2,65,31,0,651.064222028436,1,0.4468672247890634,1
2,65,32,0,293.9378707210915,1,0.632392109102107,1
2,65,33,0,252.3461351449771,1,0.7124274382347702,1
2,65,34,0,688.9546672485044,0,0.6029183306955399,1
2,65,35,0,290.0084809626576,1,0.6002176500533922,1
2,65,36,0,218.92864937355023,1,0.994701964075194,1
2,65,37,0,359.12008008046956,0,0.42867205460944935,1
2,65,38,0,376.37784644692,0,0.3809958398823793,1
2,65,39,0,252.48702602074252,1,0.7758863055472646,1
2,65,40,0,627.2483909887496,0,0.8390810099667697,1
2,65,41,0,276.4198897360235,1,0.6323706136612157,1
2,65,42,0,521.2709022464654,1,0.2659967008593956,1
2,65,43,0,232.53738342009012,1,0.8753820144758981,1
2,65,44,0,219.4802184954572,1,1.0010860739332554,1
2,65,45,0,199.88410627919006,1,1.1346147012885122,1
2,65,46,0,269.5428658711122,1,0.6736276797419446,1
2,65,47,0,406.47766605164605,1,0.39410347480207997,1
2,65,48,0,310.25937794014317,1,0.5031193199997029,1
2,65,49,0,272.35497003979884,1,0.6245276654737485,1
2,65,50,0,416.2144436538108,1,0.3679759953456512,1
2,65,51,0,295.9796828037428,1,0.6022987367525248,1
2,65,52,0,436.9903891886455,0,0.3051329254883448,1
2,65,53,0,275.78766577971703,1,0.7056282304076253,1
2,65,54,0,341.51224104936153,1,0.4554146453598621,1
2,65,55,0,357.376588518128,1,0.45437892024061854,1
2,65,56,0,417.18050076693,0,0.19018282323206281,1
2,65,57,0,464.2040655089864,0,0.20735417293055874,1
2,65,58,0,291.9987491040748,1,0.6045817315921258,1
2,65,59,0,245.13895169756057,1,0.8552258251313971,1
2,65,60,0,905.7626491030362,0,0.7894680812306929,1
2,65,61,0,319.30971485047655,1,0.5173020645680265,1
2,65,62,0,291.9816724212871,1,0.5543563516030255,1
2,65,63,0,327.80061839550484,1,0.46180606259630663,1
2,65,64,0,217.01247068315456,1,1.0106019969620923,1
2,65,65,0,425.28927163851057,1,0.3832783547628914,1
2,65,66,0,442.8451765162353,1,0.33191788656191,1
2,65,67,0,216.95428572476175,1,0.9141440419823079,1
2,65,68,0,943.5655558777081,0,0.49660260404579515,1
2,65,69,0,224.32517496912862,1,0.9001825984732261,1
2,65,70,0,652.3997514389471,1,0.5017366770164008,1
2,65,71,0,222.4005033466367,1,1.0021643494812085,1
2,65,72,0,269.88654453829366,1,0.7279574017816441,1
2,65,73,0,335.11986362771404,1,0.45737233324412907,1
2,65,74,0,381.1763981472991,1,0.4323684348417972,1
2,65,75,0,784.2452878807228,1,0.7293597001835763,1
2,65,76,0,291.81814292981363,1,0.5617538342172662,1
2,65,77,0,695.5930047192295,0,0.6622028726863861,1
2,65,78,0,348.6116443170895,1,0.50152312089559,1
2,65,79,0,317.4880195423931,0,0.41665660687874473,1
2,65,80,0,337.6956195673496,1,0.5122843662408526,1
2,65,81,0,1267.4561912663264,1,0.09629604299006533,1
2,65,82,0,292.7672974923545,1,0.5744241629393808,1
2,65,83,0,305.10988232743273,1,0.5499105459687035,1
2,65,84,0,242.64643896840428,1,0.7503527776145318,1
2,65,85,0,981.4677619042695,1,0.7729717319776997,1
2,65,86,0,386.0396231580001,0,0.07050771149058632,1
2,65,87,0,916.8258228974613,1,0.7816225298143763,1
2,65,88,0,299.9000343991685,1,0.5551114681713992,1
2,65,89,0,221.992080603612,1,0.8667781222300417,1
2,65,90,0,373.3058063586309,1,0.44567906335385177,1
2,65,91,0,207.25637471250158,1,1.0147940371143291,1
2,65,92,0,409.97831511554483,1,0.40187397055575613,1
2,65,93,0,345.80551828176385,1,0.48491952732809773,1
2,65,94,0,341.57252945526386,1,0.49121883755183765,1
2,65,95,0,277.3834882037857,1,0.6637361322333679,1
2,65,96,0,275.15756810341907,1,0.6625410409766465,1
2,65,97,0,241.7536109737837,1,0.7551693174026349,1
2,65,98,0,326.6641643023286,1,0.532732287797587,1
2,65,99,0,308.5329052365145,1,0.5678090360024617,1
2,65,100,0,271.75218344287634,1,0.6883441743523115,1
2,65,101,1,265.86698963669346,1,0.7175429186485918,1
2,65,102,1,358.90734345730823,1,0.4721690669057647,1
2,65,103,1,326.07343788230844,0,0.21880593528219905,1
2,65,104,1,302.43656659094245,1,0.5615344399877664,1
2,65,105,1,927.3842923929502,1,0.562261119650318,1
2,65,106,1,481.79284278225254,1,0.29549358539075743,1
2,65,107,1,308.82354799704217,1,0.5625309720916787,1
2,65,108,1,418.7643435842103,1,0.3449034246063792,1
2,65,109,1,799.7688989343524,1,0.7914108017763481,1
2,65,110,1,403.64410810732767,1,0.4066489690648308,1
2,65,111,1,228.40419763918368,1,0.8267273055505574,1
2,65,112,1,288.30711828315964,0,0.5679972643731056,1
2,65,113,1,703.4202178298985,0,0.6191362053070253,1
2,65,114,1,295.05869960192916,1,0.5729712541004647,1
2,65,115,1,745.9513639932031,0,0.5270273186993675,1
2,65,116,1,321.66737324774897,1,0.507177656271005,1
2,65,117,1,249.24024296343015,1,0.7363423814870396,1
2,65,118,1,326.76342432116246,1,0.5207536909809689,1
2,65,119,1,270.1314500114038,1,0.6211408777445048,1
2,65,120,1,272.46605600027266,1,0.6304086924232246,1
2,65,121,1,291.43994579192304,1,0.6523437328469088,1
2,65,122,1,684.3531452665464,0,0.5857991784979133,1
2,65,123,1,447.214002722495,1,0.35834881284716036,1
2,65,124,1,624.8815161920935,1,0.31475326350053123,1
2,65,125,1,248.46766457978634,1,0.7260943203046102,1
2,65,126,1,336.8869838907609,1,0.44451885118856604,1
2,65,127,1,262.6620359059342,0,0.5040415673961766,1
2,65,128,1,339.33136039765293,1,0.48281095877155467,1
2,65,129,1,333.677340385159,1,0.5085947038752563,1
2,65,130,1,275.9004468089953,1,0.688882866963679,1
2,65,131,1,716.503754133187,0,0.42089176792134214,1
2,65,132,1,337.79080208329196,1,0.4483429106380545,1
2,65,133,1,375.4228987434554,1,0.3925715634173883,1
2,65,134,1,258.7987073665497,1,0.7137030811294987,1
2,65,135,1,426.74661318310655,0,0.3349059431556155,1
2,65,136,1,648.7802564056032,1,0.224326968324298,1
2,65,137,1,302.77733658276634,1,0.5854932219243686,1
2,65,138,1,292.77200620721476,1,0.6021125573880812,1
2,65,139,1,280.2153400517086,1,0.607793442574997,1
2,65,140,1,542.4780923808124,1,0.2612304414350907,1
2,65,141,1,258.6389050002083,1,0.7753756475993254,1
2,65,142,1,273.86072790678406,1,0.655495733396645,1
2,65,143,1,243.0457417537487,1,0.7753290727787656,1
2,65,144,1,246.0463691441386,1,0.7979936990196176,1
2,65,145,1,390.69762413717115,1,0.4164695214018389,1
2,65,146,1,324.2210279928263,1,0.5014578602705364,1
2,65,147,1,262.8907404328911,1,0.7137755062140266,1
2,65,148,1,227.3438192732986,1,0.896562791398632,1
2,65,149,1,673.1566151792838,0,0.855724430470433,1
2,65,150,1,386.5181332065352,0,0.39580076178645657,1
2,65,151,1,412.5745362079573,1,0.3986919605085384,1
2,65,152,1,277.1966808405066,0,0.3600166997225722,1
2,65,153,1,345.82162144113954,1,0.4691133141412614,1
2,65,154,1,299.1542359002721,1,0.5729832442668029,1
2,65,155,1,274.58222307794756,1,0.648064808671825,1
2,65,156,1,969.0629865437827,0,0.5129318179582073,1
2,65,157,1,337.1672682659612,0,0.30971149746319887,1
2,65,158,1,517.3627859152612,1,0.2576602173810685,1
2,65,159,1,345.6248381310021,1,0.4929577454916009,1
2,65,160,1,1063.234088282472,1,0.32925760555886274,1
2,65,161,1,402.27581129069955,1,0.40973089942413066,1
2,65,162,1,329.9760290631612,1,0.489335785100754,1
2,65,163,1,280.40574905885524,1,0.6387856298912541,1
2,65,164,1,348.86453790965817,1,0.48555463516462377,1
2,65,165,1,443.35993857335063,1,0.3219085643525751,1
2,65,166,1,236.40873000067128,1,0.8895586508974346,1
2,65,167,1,356.59624828626824,1,0.4434270147248211,1
2,65,168,1,346.1132970275763,1,0.44750313574498995,1
2,65,169,1,347.8135306239429,1,0.4849420039963606,1
2,65,170,1,372.79182641041933,1,0.44133551345003824,1
2,65,171,1,424.41687006018327,0,0.261240865611518,1
2,65,172,1,221.98581725030118,1,0.8979307548192348,1
2,65,173,1,376.2677696017512,1,0.44590488189364536,1
2,65,174,1,420.9005373235586,1,0.34543516240686656,1
2,65,175,1,984.0730267964974,0,0.30572445290835126,1
2,65,176,1,221.94097133060347,1,0.8825347287446639,1
2,65,177,1,310.7208063657408,1,0.5418101517944622,1
2,65,178,1,281.9901500195296,1,0.6169531989941249,1
2,65,179,1,344.1104570970049,1,0.47206094821077016,1
2,65,180,1,304.74949068527735,1,0.551021930952683,1
2,65,181,1,239.81596026241465,1,0.8908823160523649,1
2,65,182,1,293.8963922915554,1,0.5521347477306302,1
2,65,183,1,253.09441389539063,1,0.8089374827174101,1
2,65,184,1,647.8017062016796,1,0.3405489220041322,1
2,65,185,1,321.73690587728976,1,0.4779921638592195,1
2,65,186,1,297.2196775768017,1,0.5598570178809849,1
2,65,187,1,413.46151825862955,1,0.34390530208756176,1
2,65,188,1,349.07883711831073,1,0.4912348324323065,1
2,65,189,1,311.5293860713022,1,0.5538623098924177,1
2,65,190,1,325.3230273484933,1,0.5010959570496065,1
2,65,191,1,334.0343906474815,1,0.47426318207259577,1
2,65,192,1,313.7459079869142,1,0.4935858654897192,1
2,65,193,1,284.8377230326497,1,0.6650373203721895,1
2,65,194,1,232.64987681506463,1,0.9396112648683197,1
2,65,195,1,325.7919801490555,1,0.5198174117987865,1
2,65,196,1,436.83641023063353,0,0.33097991299736795,1
2,65,197,1,264.59629362085377,1,0.7574924553189462,1
2,65,198,1,473.8063756315531,1,0.33075144605286666,1
2,65,199,1,448.3095559511166,1,0.3425179359335311,1
2,65,200,1,298.64611108459746,1,0.6033168566726146,1
3,59,1,0,324.456654248549,1,0.5523987058688818,1
3,59,2,0,276.00001387090396,1,0.6739056691030175,1
3,59,3,0,236.08868321344937,1,0.884785138871756,1
3,59,4,0,680.9298592763151,1,0.7760646479185161,1
3,59,5,0,214.3226854538523,1,1.0104628260863417,1
3,59,6,0,374.12853921068137,0,0.3872962093948526,1
3,59,7,0,220.31357578642053,1,0.87624024315399,1
3,59,8,0,346.54644502329177,0,0.46932976559835626,1
3,59,9,0,301.2890695707753,1,0.5896078365907559,1
3,59,10,0,1122.7678671561714,0,0.32387987753120656,1
3,59,11,0,728.7490587986796,0,0.8095787798348666,1
3,59,12,0,284.1222224557989,1,0.6308493529183682,1
3,59,13,0,250.85830158976088,0,0.6619683881972813,1
3,59,14,0,307.3069610139589,1,0.5708029157173495,1
3,59,15,0,258.80988752693327,1,0.7070001762553134,1
3,59,16,0,299.6668802061254,1,0.6050890344548269,1
3,59,17,0,247.59226974007146,1,0.7943206996932117,1
3,59,18,0,240.07250068283219,1,0.8414666896129405,1
3,59,19,0,271.4338158525497,1,0.6598828615623321,1
3,59,20,0,239.11382775524925,1,0.8060294288632202,1
3,59,21,0,225.21172185227925,1,0.8520845678739988,1
3,59,22,0,255.7945309428099,1,0.7992824651368726,1
3,59,23,0,301.88626133419905,1,0.5322537496107497,1
3,59,24,0,249.9577630643232,1,0.7951410908087476,1
3,59,25,0,254.21879453862147,1,0.79530729153257,1
3,59,26,0,413.9475036326149,0,0.30894680753182474,1
3,59,27,0,268.1143437431881,1,0.7086616808574058,1
3,59,28,0,851.2814367678815,1,0.45707826932376144,1
3,59,29,0,265.99429940847585,1,0.6602423661918734,1
3,59,30,0,355.63536326685625,1,0.46595756332408134,1
3,59,31,0,396.51575117840895,1,0.41962184315694406,1
3,59,32,0,778.6045196187534,1,0.8301964118063648,1
3,59,33,0,371.4231274139104,1,0.43227854254281195,1
3,59,34,0,222.10942119054593,1,0.9793783990758909,1
3,59,35,0,232.38362225590305,1,0.9339176592467483,1
3,59,36,0,277.12630013727915,1,0.6134749416698779,1
3,59,37,0,275.2141586485551,1,0.6847281777100662,1
3,59,38,0,211.97346706637947,1,0.9596436258022114,1
3,59,39,0,257.6605904001225,1,0.7767409571378276,1
3,59,40,0,291.4513867428826,1,0.5826241877720573,1
3,59,41,0,708.9898111219519,0,0.8334374372236009,1
3,59,42,0,422.46563952944933,1,0.36469538711027644,1
3,59,43,0,885.7148792803046,0,0.7178159621563381,1
3,59,44,0,389.74496033585586,1,0.40851295960368283,1
3,59,45,0,389.0109908432523,1,0.3690742538347461,1
3,59,46,0,304.7370645717169,1,0.5658038514787728,1
3,59,47,0,349.47780720489845,1,0.49041494137582875,1
3,59,48,0,341.84724482399946,1,0.516568693657611,1
3,59,49,0,263.1938230337822,1,0.6539592907647486,1
3,59,50,0,473.2311901389103,1,0.28669376454034734,1
3,59,51,0,294.8689847226074,1,0.5778040656512017,1
3,59,52,0,283.7076477319964,1,0.6744618598998869,1
3,59,53,0,265.6315875849793,1,0.7022027510982547,1
3,59,54,0,199.03500414905602,1,1.0645323935247495,1
3,59,55,0,291.7225454257565,1,0.6330175513155637,1
3,59,56,0,920.7308778911371,0,0.6245575118467653,1
3,59,57,0,352.15952833219217,1,0.43183693995717354,1
3,59,58,0,258.49729654014163,1,0.7027159665714166,1
3,59,59,0,302.7029394007919,1,0.6118685817412381,1
3,59,60,0,223.669339813499,1,0.8823538195303763,1
3,59,61,0,301.44540250548766,1,0.575645811793366,1
3,59,62,0,283.18711367576566,1,0.607060497459655,1
3,59,63,0,272.12050895381356,1,0.6448235841826075,1
3,59,64,0,277.7966403270432,1,0.6092571041471153,1
3,59,65,0,473.4158873460789,1,0.3159252081457278,1
3,59,66,0,301.0130286024664,0,0.34404926693064447,1
3,59,67,0,256.66745575964615,1,0.7816627554245433,1
3,59,68,0,914.1264083884639,0,0.8419248505030592,1
3,59,69,0,484.33158484402196,1,0.31729823682077263,1
3,59,70,0,265.4818571180238,1,0.7114886879838341,1
3,59,71,0,262.4571582930551,1,0.6589089274987345,1
3,59,72,0,279.2495524292623,1,0.6625343761399631,1
3,59,73,0,228.92664729181362,1,0.8271453420903772,1
3,59,74,0,238.53742302450584,1,0.8226135486020216,1
3,59,75,0,271.1290061626419,1,0.7115407043311156,1
3,59,76,0,345.5058391152413,1,0.48193932569305187,1
3,59,77,0,292.9856988726374,1,0.6016955221260437,1
3,59,78,0,235.33390390732876,1,0.8871630513762994,1
3,59,79,0,342.18916864397977,1,0.45710192147287443,1
3,59,80,0,372.97752974893405,0,0.11157946005455299,1
3,59,81,0,243.92963197650022,1,0.8068340487258012,1
3,59,82,0,1047.0136327921032,0,0.5849911845622525,1
